WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR
MULTIPOLYGON (((-58.467708226423149 -34.674165696604362,-58.46743085039828 -34.673921798160208,-58.467142380110275 -34.673650402371052,-58.467020335753247 -34.67353939990943,-58.466872402620652 -34.673384606518731,-58.466219210391579 -34.672753655746,-58.465959563752698 -34.672745088785021,-58.465722589654717 -34.672759813589479,-58.465494823473158 -34.672827778564589,-58.46540113880112 -34.672739045939373,-58.465364654939442 -34.672739046742308,-58.465184958962851 -34.672590595911252,-58.465062461741091 -34.672459327269813,-58.465041661934229 -34.672435665073273,-58.464994778103943 -34.672416299255211,-58.464854125795974 -34.672321581004695,-58.464765556759176 -34.672226932143445,-58.464690029131617 -34.672097775047099,-58.46462754529248 -34.672035380030223,-58.464533777634834 -34.671966576834507,-58.464471294708488 -34.671936929084261,-58.464034951532994 -34.672549838202997,-58.464101100217917 -34.672581035468546,-58.464294176307966 -34.672675753909608,-58.46449543637231 -34.672781387704269,-58.464718604688727 -34.672900894409494,-58.464782708385258 -34.672944274757157,-58.464858320067322 -34.672992443726294,-58.464926174503752 -34.67303230271186,-58.465016278087219 -34.67309575340964,-58.465070663822431 -34.673119626232605,-58.465116098952798 -34.673139625867449,-58.465279513452515 -34.673253146635346,-58.465384620403633 -34.673318005227948,-58.465510185538939 -34.673371665781694,-58.465615889908278 -34.673447510364198,-58.465722958652421 -34.673531242351473,-58.465803771924207 -34.673597016696718,-58.465851424504379 -34.67363497421757,-58.465934624338054 -34.673688846692315,-58.466026945949075 -34.673757578406082,-58.466120710649299 -34.673675320130918,-58.466259055575684 -34.673547214214281,-58.466345062668211 -34.673465167263139,-58.466530261534757 -34.673650810800879,-58.466603022174006 -34.673741082017287,-58.466680940112809 -34.673849814744649,-58.466715891419035 -34.673877701653502,-58.466833106381891 -34.673972136830962,-58.466917925374545 -34.673997416278333,-58.466924575311403 -34.674015303840648,-58.466863972026275 -34.674118829763792,-58.466825613597145 -34.67414721209267,-58.466874119746315 -34.674192070770459,-58.467016395472299 -34.674254320965716,-58.467062001528603 -34.674261925175117,-58.467119799041484 -34.674298191647495,-58.467152110062116 -34.674362558351888,-58.467239915134982 -34.674425091959193,-58.4672658296126 -34.674428400936968,-58.467324054237103 -34.674476991561129,-58.467708226423149 -34.674165696604362)));;3263;8_7_4;COMUNA 8;7;4;1521;732;789;92,78%;308;308;100,00%;0;0,00%;446;146;32,74%;300;67,26%
MULTIPOLYGON (((-58.463066312799107 -34.671564800310669,-58.463071107364009 -34.671560053245486,-58.462927337025633 -34.671532642950361,-58.462675739162748 -34.671480106084203,-58.462471143428729 -34.671402442367778,-58.462377140097075 -34.671370463064875,-58.462302490442681 -34.671345336416209,-58.462214016849465 -34.671313357005118,-58.46212830815913 -34.67127680910113,-58.462070247098659 -34.671301935243413,-58.462031539344665 -34.671363608997488,-58.462000990414651 -34.671413404904413,-58.461870058554382 -34.671534604492344,-58.462331126646212 -34.672171384231774,-58.463282181789467 -34.673484798347602,-58.463805908735281 -34.672830411287968,-58.463884586794165 -34.672759493183698,-58.464034951532994 -34.672549838202997,-58.464471294708488 -34.671936929084261,-58.464511581524746 -34.671868410131637,-58.464450755178376 -34.671856989917622,-58.464389928709501 -34.671838717011575,-58.464334632134545 -34.67183186510389,-58.464232333349742 -34.671811308447595,-58.464022206292277 -34.671770194937359,-58.463848022081336 -34.671729080731467,-58.463770607049263 -34.671719944553516,-58.463613012068308 -34.67168796674715,-58.463306116931044 -34.671626294702399,-58.463248055711574 -34.671610305432772,-58.463159581523684 -34.671587463591933,-58.463066312799107 -34.671564800310669)));;3264;8_7_5;COMUNA 8;7;5;1707;874;833;104,92%;464;464;100,00%;0;0,00%;543;187;34,44%;356;65,56%
MULTIPOLYGON (((-58.465070663822431 -34.673119626232605,-58.465016278087219 -34.67309575340964,-58.464926174503752 -34.67303230271186,-58.464858320067322 -34.672992443726294,-58.464782708385258 -34.672944274757157,-58.464718604688727 -34.672900894409494,-58.46449543637231 -34.672781387704269,-58.464294176307966 -34.672675753909608,-58.464101100217917 -34.672581035468546,-58.464034951532994 -34.672549838202997,-58.463884586794165 -34.672759493183698,-58.463805908735281 -34.672830411287968,-58.463282181789467 -34.673484798347602,-58.463767566490134 -34.674155164760386,-58.464081772890573 -34.673949240717214,-58.464282945631325 -34.673797825849888,-58.464358981732765 -34.673731344221146,-58.464457351461256 -34.673661129731983,-58.464591436808753 -34.67353556104672,-58.464721089274981 -34.673417316421244,-58.464922259171196 -34.673251111364081,-58.465070663822431 -34.673119626232605)));;3265;8_7_6;COMUNA 8;7;6;1392;717;675;106,22%;238;238;100,00%;0;0,00%;395;133;33,67%;262;66,33%
MULTIPOLYGON (((-58.466026945949075 -34.673757578406082,-58.465934624338054 -34.673688846692315,-58.465851424504379 -34.67363497421757,-58.465803771924207 -34.673597016696718,-58.465722958652421 -34.673531242351473,-58.465615889908278 -34.673447510364198,-58.465510185538939 -34.673371665781694,-58.465384620403633 -34.673318005227948,-58.465279513452515 -34.673253146635346,-58.465116098952798 -34.673139625867449,-58.465070663822431 -34.673119626232605,-58.464922259171196 -34.673251111364081,-58.464721089274981 -34.673417316421244,-58.464591436808753 -34.67353556104672,-58.464457351461256 -34.673661129731983,-58.464358981732765 -34.673731344221146,-58.464282945631325 -34.673797825849888,-58.464081772890573 -34.673949240717214,-58.463767566490134 -34.674155164760386,-58.464141370891873 -34.674671371587209,-58.464346645613809 -34.674954897504954,-58.464579106195366 -34.67485024352947,-58.464950256076875 -34.674624315858246,-58.465068147314682 -34.674552551188349,-58.465156203649563 -34.674509872275117,-58.465222096649796 -34.674477405292905,-58.465349960565788 -34.674390851023091,-58.4654867748241 -34.674303099199228,-58.465583180919609 -34.674153797276375,-58.465713430050634 -34.674046678645404,-58.465870445075836 -34.673930263161907,-58.465890050035988 -34.673900684410278,-58.466026945949075 -34.673757578406082)));;3266;8_7_7;COMUNA 8;7;7;2159;1086;1073;101,21%;494;494;100,00%;0;0,00%;661;252;38,12%;409;61,88%
MULTIPOLYGON (((-58.464950256076875 -34.674624315858246,-58.464579106195366 -34.67485024352947,-58.464346645613809 -34.674954897504954,-58.464609208341443 -34.675317438318281,-58.464847381332241 -34.675224333343913,-58.464961779346545 -34.675185245751656,-58.465068846109695 -34.675143975039084,-58.465246665117078 -34.675067631439454,-58.465268315454018 -34.675005868814132,-58.465419877887356 -34.674909243291992,-58.465435476526153 -34.674873467362957,-58.465507334839593 -34.674781632349699,-58.465680548622295 -34.674681977751369,-58.465791789480555 -34.674589930325183,-58.466141825689512 -34.675122470034417,-58.46622630688811 -34.675200216120999,-58.466604357277845 -34.674944000748084,-58.467061171552459 -34.674690527950169,-58.467324054237103 -34.674476991561129,-58.4672658296126 -34.674428400936968,-58.467239915134982 -34.674425091959193,-58.467152110062116 -34.674362558351888,-58.467119799041484 -34.674298191647495,-58.467062001528603 -34.674261925175117,-58.467016395472299 -34.674254320965716,-58.466874119746315 -34.674192070770459,-58.466825613597145 -34.67414721209267,-58.466863972026275 -34.674118829763792,-58.466924575311403 -34.674015303840648,-58.466917925374545 -34.673997416278333,-58.466833106381891 -34.673972136830962,-58.466715891419035 -34.673877701653502,-58.466680940112809 -34.673849814744649,-58.466603022174006 -34.673741082017287,-58.466530261534757 -34.673650810800879,-58.466345062668211 -34.673465167263139,-58.466259055575684 -34.673547214214281,-58.466120710649299 -34.673675320130918,-58.466026945949075 -34.673757578406082,-58.465890050035988 -34.673900684410278,-58.465870445075836 -34.673930263161907,-58.465713430050634 -34.674046678645404,-58.465583180919609 -34.674153797276375,-58.4654867748241 -34.674303099199228,-58.465349960565788 -34.674390851023091,-58.465222096649796 -34.674477405292905,-58.465156203649563 -34.674509872275117,-58.465068147314682 -34.674552551188349,-58.464950256076875 -34.674624315858246)));;3267;8_7_8;COMUNA 8;7;8;1885;916;969;94,53%;381;381;100,00%;0;0,00%;457;160;35,01%;297;64,99%
MULTIPOLYGON (((-58.481912313741113 -34.683861859419871,-58.480842380228047 -34.684666409272452,-58.48067888802845 -34.684789816792936,-58.479621291767096 -34.685589565138834,-58.480385757059707 -34.686279543750842,-58.481147847350471 -34.686967334696256,-58.481909182795746 -34.687654557522016,-58.482444631291578 -34.688133920034623,-58.482445952117693 -34.688131117736738,-58.482926161333516 -34.688577014792507,-58.483342932739816 -34.688964001392549,-58.48560767405089 -34.687253424796403,-58.485228026633827 -34.686829037042124,-58.485229074100289 -34.686828265035516,-58.484115696782624 -34.685485334679385,-58.482998792912049 -34.684216832881212,-58.482349739489891 -34.683540314538725,-58.482316339169238 -34.683505500478518,-58.48190080022286 -34.683851415189636,-58.481912313741113 -34.683861859419871)));;3268;8_8_1;COMUNA 8;8;1;864;407;457;89,06%;307;307;100,00%;0;0,00%;281;3;1,07%;278;98,93%
MULTIPOLYGON (((-58.471443674901813 -34.680270998775626,-58.472349206791208 -34.679555912420099,-58.472223365123909 -34.679440778559282,-58.471410943574895 -34.678688848418595,-58.471303093569695 -34.67858906480739,-58.470518312832134 -34.677878184044715,-58.470410208102074 -34.677766497933519,-58.469437250567815 -34.678520518493457,-58.469044874664398 -34.67882681494337,-58.46842813197852 -34.67930812529999,-58.468225675155509 -34.679466166815345,-58.468083401679287 -34.679590401675874,-58.467691187905011 -34.679924370462494,-58.467565788616945 -34.679984306621762,-58.467384208226861 -34.680025230259481,-58.46717960761535 -34.680019815278328,-58.467003135774632 -34.679941016831663,-58.467044828701184 -34.680049257518718,-58.467080041833299 -34.680140737437021,-58.467465057283562 -34.680582635519151,-58.468188622873555 -34.681232198833207,-58.469115284344234 -34.682066258896974,-58.469964935459679 -34.681404363732838,-58.470071663149341 -34.681322594718424,-58.471443674901813 -34.680270998775626)));;3269;8_8_10;COMUNA 8;8;10;899;431;468;92,09%;293;293;100,00%;0;0,00%;289;13;4,50%;276;95,50%
MULTIPOLYGON (((-58.471514336276172 -34.682578868233882,-58.471364618883079 -34.682448664471707,-58.471090337119982 -34.682209804489723,-58.470860647608433 -34.682009815110604,-58.470071663149341 -34.681322594718424,-58.469964935459679 -34.681404363732838,-58.469115284344234 -34.682066258896974,-58.470228328089867 -34.682905370979469,-58.470595113104025 -34.683181833479736,-58.470627682662794 -34.683210916590866,-58.471241051847045 -34.683758564705407,-58.472376411496839 -34.684772166677817,-58.47250922680572 -34.6846706042842,-58.473258203221448 -34.68409489380624,-58.472747391042773 -34.683650841563029,-58.472169739035394 -34.683148621907137,-58.472099398127263 -34.683087499081338,-58.471514336276172 -34.682578868233882)));;3270;8_8_11;COMUNA 8;8;11;927;433;494;87,65%;382;382;100,00%;0;0,00%;338;21;6,21%;317;93,79%
MULTIPOLYGON (((-58.478559969707653 -34.682605972699236,-58.478383521600456 -34.682739308690905,-58.477339483070061 -34.683529951030735,-58.478100585016527 -34.684216916374794,-58.478863746029035 -34.684905778068853,-58.479621291767096 -34.685589565138834,-58.48067888802845 -34.684789816792936,-58.480842380228047 -34.684666409272452,-58.481912313741113 -34.683861859419871,-58.48190080022286 -34.683851415189636,-58.482316339169238 -34.683505500478518,-58.4818704352395 -34.683040719028675,-58.481841641377038 -34.683003187540578,-58.481828053352828 -34.682985476155764,-58.480938777492085 -34.681826324835619,-58.480878666937102 -34.681695807965042,-58.480700045032513 -34.681307967112616,-58.480360882476063 -34.681155829822671,-58.480034331605964 -34.680971435463469,-58.48017390288652 -34.681449737352786,-58.480438007044739 -34.681824778979241,-58.480038275417321 -34.681487222444105,-58.478559969707653 -34.682605972699236)));;3271;8_8_2;COMUNA 8;8;2;924;437;487;89,73%;319;319;100,00%;0;0,00%;309;6;1,94%;303;98,06%
MULTIPOLYGON (((-58.478425479223915 -34.680103462821904,-58.478305379539776 -34.680198691921603,-58.477814235902287 -34.680576509786093,-58.47700309754898 -34.681200426113975,-58.476836112001628 -34.681328829084947,-58.476673644297087 -34.681457372155307,-58.476509556517975 -34.681587182827272,-58.47579727974037 -34.682137838532704,-58.476578223166975 -34.682842840024463,-58.477339483070061 -34.683529951030735,-58.478383521600456 -34.682739308690905,-58.478559969707653 -34.682605972699236,-58.480038275417321 -34.681487222444105,-58.480438007044739 -34.681824778979241,-58.48017390288652 -34.681449737352786,-58.480034331605964 -34.680971435463469,-58.480360882476063 -34.681155829822671,-58.480700045032513 -34.681307967112616,-58.480701389634802 -34.681308570029884,-58.480543055756748 -34.680960958533504,-58.480517824150162 -34.68090560749426,-58.480062318776746 -34.679864995223468,-58.479745460626617 -34.679136034029405,-58.479309935020233 -34.679414505331948,-58.479314247627208 -34.679424736245068,-58.479053676799772 -34.679612663556192,-58.479056576581421 -34.679616645155349,-58.478895237474077 -34.679749969479268,-58.478901363855655 -34.679757898830452,-58.478625445881235 -34.679944982163313,-58.478533389703394 -34.6800178833168,-58.478425479223915 -34.680103462821904)));;3272;8_8_3;COMUNA 8;8;3;682;313;369;84,82%;264;264;100,00%;0;0,00%;235;6;2,55%;229;97,45%
MULTIPOLYGON (((-58.476171100410177 -34.681019248760826,-58.476673644297087 -34.681457372155307,-58.476836112001628 -34.681328829084947,-58.47700309754898 -34.681200426113975,-58.477814235902287 -34.680576509786093,-58.478305379539776 -34.680198691921603,-58.478425479223915 -34.680103462821904,-58.478533389703394 -34.6800178833168,-58.478625445881235 -34.679944982163313,-58.478901363855655 -34.679757898830452,-58.478895237474077 -34.679749969479268,-58.478542288192081 -34.67929314554452,-58.478493425857273 -34.67921709362097,-58.478444905021902 -34.679143224786671,-58.478262600042392 -34.678918031218522,-58.478090865398478 -34.678684737237667,-58.478038595639703 -34.6786181928383,-58.477985814330516 -34.678550873812348,-58.477970460452262 -34.678501156161737,-58.477849636669895 -34.678355322453911,-58.477838381059151 -34.678339830499816,-58.477723866138923 -34.678194136728401,-58.477676968708153 -34.678133647998791,-58.477584026128717 -34.67801041680093,-58.477527664228369 -34.677937886606195,-58.477223540139846 -34.678171309459245,-58.476564560765709 -34.677596582772068,-58.476134796210154 -34.677931357765438,-58.476021856715334 -34.678019330153496,-58.47589434134364 -34.678118642331746,-58.475414024833377 -34.678491449354397,-58.474280852933056 -34.679371162071803,-58.474936846439199 -34.679943154689184,-58.475590887929627 -34.680513383320374,-58.476171100410177 -34.681019248760826)));;3273;8_8_4;COMUNA 8;8;4;809;378;431;87,70%;372;372;100,00%;0;0,00%;300;2;0,67%;298;99,33%
MULTIPOLYGON (((-58.476553025852667 -34.676413666361405,-58.476371728661846 -34.676547352247923,-58.476581046361588 -34.676771348446088,-58.476751826859733 -34.676955840667183,-58.476951768355491 -34.677173639951789,-58.477058689492424 -34.6772960953354,-58.477227678670211 -34.677461924634699,-58.4775250021383 -34.677829010908567,-58.477473689780709 -34.677867680098252,-58.477527664228369 -34.677937886606195,-58.477584026128717 -34.67801041680093,-58.477676968708153 -34.678133647998791,-58.477723866138923 -34.678194136728401,-58.477838381059151 -34.678339830499816,-58.477849636669895 -34.678355322453911,-58.477970460452262 -34.678501156161737,-58.477985814330516 -34.678550873812348,-58.478038595639703 -34.6786181928383,-58.478090865398478 -34.678684737237667,-58.478262600042392 -34.678918031218522,-58.478444905021902 -34.679143224786671,-58.478493425857273 -34.67921709362097,-58.478542288192081 -34.67929314554452,-58.478895237474077 -34.679749969479268,-58.479056576581421 -34.679616645155349,-58.479053676799772 -34.679612663556192,-58.479314247627208 -34.679424736245068,-58.479309935020233 -34.679414505331948,-58.479745460626617 -34.679136034029405,-58.479739808206006 -34.679123029993796,-58.479094463305429 -34.677638312100363,-58.478426515781123 -34.676116670831746,-58.47840425725844 -34.676065930423469,-58.478344900251074 -34.675930620184907,-58.478289609997034 -34.675803109960256,-58.477510937849765 -34.674007294014444,-58.477103124940825 -34.673073590599358,-58.476778035435558 -34.673211859664548,-58.476777619392074 -34.673208768387688,-58.476697921138616 -34.67314761314487,-58.476689892874639 -34.673141452770693,-58.476558441691949 -34.673103297765884,-58.476360259998842 -34.6731543073927,-58.476326151279629 -34.673180777367946,-58.475692802228309 -34.673672281297222,-58.475124974940229 -34.674112422452261,-58.474548873838273 -34.674558970353701,-58.47537637601647 -34.675338414451367,-58.475544077246248 -34.675491710736225,-58.476473393643204 -34.676340927029159,-58.476553025852667 -34.676413666361405)));;3274;8_8_5;COMUNA 8;8;5;613;287;326;88,04%;299;298;99,67%;1;0,34%;240;16;6,67%;224;93,33%
MULTIPOLYGON (((-58.472550700132075 -34.677805006711999,-58.473476518664292 -34.678669950437289,-58.474280852933056 -34.679371162071803,-58.475414024833377 -34.678491449354397,-58.47589434134364 -34.678118642331746,-58.476021856715334 -34.678019330153496,-58.476134796210154 -34.677931357765438,-58.476564560765709 -34.677596582772068,-58.477223540139846 -34.678171309459245,-58.477527664228369 -34.677937886606195,-58.477473689780709 -34.677867680098252,-58.4775250021383 -34.677829010908567,-58.477227678670211 -34.677461924634699,-58.477058689492424 -34.6772960953354,-58.476951768355491 -34.677173639951789,-58.476751826859733 -34.676955840667183,-58.476581046361588 -34.676771348446088,-58.476371728661846 -34.676547352247923,-58.476553025852667 -34.676413666361405,-58.476473393643204 -34.676340927029159,-58.475544077246248 -34.675491710736225,-58.47537637601647 -34.675338414451367,-58.474548873838273 -34.674558970353701,-58.474404144397525 -34.674671099936873,-58.47416522918023 -34.674856338737463,-58.474128236858888 -34.674885004929621,-58.473425718864476 -34.675429449119584,-58.47329547671108 -34.675530378621588,-58.472693358365312 -34.675997061276739,-58.472156696791352 -34.676412959904518,-58.471552860866595 -34.676880904631219,-58.4724292086593 -34.67769149243852,-58.472550700132075 -34.677805006711999)));;3275;8_8_6;COMUNA 8;8;6;945;393;552;71,20%;417;414;99,28%;3;0,72%;321;3;0,93%;318;99,07%
